GCN Name,Fermi Name,Enclosed Probability,TESS Sector,Trigger,Details,RA,Declination,Error Radius (arcmin),Localization Source,Alt. Local. Cam,Alt. Local. CCD,Alt. Local. Col,Alt. Local. Row,LC,Result
GRB 220308B,GRB220308233,0.00121,49,2022-03-08 05:33:19.025,<a href=yr22/GRB220308233.html>details</a>,291.83,26.44,317.4,"Fermi, GBM              ",,,,,,
GRB 220306B,GRB220306761,0.00000,49,2022-03-06 18:13:18.001,<a href=yr22/GRB220306761.html>details</a>,5.3863,71.3631,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 220306A,GRB220306306,0.00000,49,2022-03-06 07:19:06.377,<a href=yr22/GRB220306306.html>details</a>,184.85,-29.97,391.2,"Fermi, GBM              ",,,,,,
,GRB220305676,0.00000,49,2022-03-05 16:10:51.106,<a href=yr22/GRB220305676.html>details</a>,109.17,-38.18,276.0,"Fermi, GBM              ",,,,,,
GRB 220305A,GRB220305481,0.00017,49,2022-03-05 11:31:05.308,<a href=yr22/GRB220305481.html>details</a>,174.41,-34.04,92.4,"Fermi, GBM              ",,,,,,
GRB 220304A,GRB220304228,0.00000,49,2022-03-04 05:26:46.688,<a href=yr22/GRB220304228.html>details</a>,244.97,-35.7,60.0,"Fermi, GBM              ",,,,,,
GRB 220228A,GRB220228438,0.00000,49,2022-02-28 10:27:51.777,<a href=yr22/GRB220228438.html>details</a>,311.2,-22.7,42.0,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 220223A,GRB220223094,0.00000,48,2022-02-23 02:13:04.897,<a href=yr22/GRB220223094.html>details</a>,26.19,-20.16,873.6,"Fermi, GBM              ",,,,,,
GRB 220222B,GRB220222808,0.00000,48,2022-02-22 19:21:48.893,<a href=yr22/GRB220222808.html>details</a>,191.15,-33.55,494.40000000000003,"Fermi, GBM              ",,,,,,
GRB 220222A,GRB220222098,0.00000,48,2022-02-22 02:19:01.001,<a href=yr22/GRB220222098.html>details</a>,27.06,-8.04,138.0,"Fermi, GBM              ",,,,,,
GRB 220219A,GRB220219473,0.00000,48,2022-02-19 11:19:19.309,<a href=yr22/GRB220219473.html>details</a>,41.57,8.96,60.0,"Fermi, GBM              ",,,,,,
GRB 220214A,GRB220214002,0.00133,48,2022-02-14 00:00:29.534,<a href=yr22/GRB220214002.html>details</a>,125.92,16.72,234.60000000000002,"Fermi, GBM              ",,,,,,
GRB 220211B,GRB220211657,0.00000,48,2022-02-11 15:45:35.713,<a href=yr22/GRB220211657.html>details</a>,3.8,46.23,421.2,"Fermi, GBM              ",,,,,,
GRB 220211A,GRB220211047,0.02759,48,2022-02-11 01:05:34.955,<a href=yr22/GRB220211047.html>details</a>,207.17,39.97,519.6,"Fermi, GBM              ",,,,,,unexamined
GRB 220210A,GRB220210998,0.00000,48,2022-02-10 23:54:22.817,<a href=yr22/GRB220210998.html>details</a>,345.778,61.826,1.2,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220209A,GRB220209959,0.00008,48,2022-02-09 22:59:03.926,<a href=yr22/GRB220209959.html>details</a>,352.13,73.11,84.0,"Fermi, LAT              ",,,,,,
GRB 220131A,GRB220131236,0.00000,48,2022-01-31 05:38:15.391,<a href=yr22/GRB220131236.html>details</a>,75.62,-24.87,309.0,"Fermi, GBM              ",,,,,,
GRB 220130A,GRB220130968,0.00000,48,2022-01-30 23:12:18.730,<a href=yr22/GRB220130968.html>details</a>,357.77,-50.86,100.8,"Fermi, GBM              ",,,,,,
GRB 220129A,GRB220129873,0.00000,48,2022-01-29 20:55:12.163,<a href=yr22/GRB220129873.html>details</a>,244.35,2.9,1348.8,"Fermi, GBM              ",,,,,,
,GRB220124074,0.00000,47,2022-01-24 01:44:45.374,<a href=yr22/GRB220124074.html>details</a>,274.51,-66.17,195.0,"Fermi, GBM              ",,,,,,
GRB 220120A,GRB220120619,0.00000,47,2022-01-20 14:49:44.329,<a href=yr22/GRB220120619.html>details</a>,249.74,-45.55,504.0,"Fermi, GBM              ",,,,,,
GRB 220118A,GRB220118764,0.00000,47,2022-01-18 18:18:21.436,<a href=yr22/GRB220118764.html>details</a>,192.274,22.909,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220117C,GRB220117199,0.00000,47,2022-01-17 04:43:39.003,<a href=yr22/GRB220117199.html>details</a>,286.457,16.791,1.9980000000000002,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220115B,GRB220115943,0.00000,47,2022-01-15 22:35:36.240,<a href=yr22/GRB220115943.html>details</a>,317.78,-14.75,401.40000000000003,"Fermi, GBM              ",,,,,,
GRB 220115A,GRB220115709,0.00001,47,2022-01-15 16:58:08.827,<a href=yr22/GRB220115709.html>details</a>,101.86,10.99,168.6,"Fermi, GBM              ",,,,,,
GRB 220114A,GRB220114585,0.00000,47,2022-01-14 13:59:33.138,<a href=yr22/GRB220114585.html>details</a>,202.88,-11.79,141.6,"Fermi, GBM              ",,,,,,
,GRB220114168,0.00000,47,2022-01-14 04:00:02.096,<a href=yr22/GRB220114168.html>details</a>,44.34,41.76,506.99999999999994,"Fermi, GBM              ",,,,,,
GRB 220111A,GRB220111807,0.00000,47,2022-01-11 19:19:33.174,<a href=yr22/GRB220111807.html>details</a>,149.12,0.46,93.60000000000001,"Fermi, GBM              ",,,,,,
GRB 220107B,GRB220107793,0.00000,47,2022-01-07 18:59:20.781,<a href=yr22/GRB220107793.html>details</a>,216.5,20.0,16.8,"Fermi, LAT              ",-1,-1,-1,-1,,
GRB 220107A,GRB220107615,0.00000,47,2022-01-07 14:43:16.500,<a href=yr22/GRB220107615.html>details</a>,169.76,34.139,9.6,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 220104A,GRB220104167,0.00000,47,2022-01-04 03:58:46.089,<a href=yr22/GRB220104167.html>details</a>,197.84,42.07,186.0,"Fermi, GBM              ",,,,,,
GRB 220103A,GRB220103877,0.00000,47,2022-01-03 21:00:58.742,<a href=yr22/GRB220103877.html>details</a>,36.86,-15.7,504.0,"Fermi, GBM              ",,,,,,
,GRB220101930,0.00000,47,2022-01-01 22:16:15.973,<a href=yr22/GRB220101930.html>details</a>,30.8,-26.07,234.60000000000002,"Fermi, GBM              ",,,,,,
GRB 220101A,GRB220101215,0.00000,47,2022-01-01 05:07:56.691,<a href=yr22/GRB220101215.html>details</a>,1.3537,31.7689,0.036,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 211231A,GRB211231292,0.00000,47,2021-12-31 06:58:20.712,<a href=yr21/GRB211231292.html>details</a>,289.37,-17.28,100.8,"Fermi, GBM              ",,,,,,
GRB 211229B,GRB211229930,0.10161,46,2021-12-29 22:16:29.334,<a href=yr21/GRB211229930.html>details</a>,185.0,-18.42,65.4,"Fermi, GBM              ",,,,,,unexamined
GRB 211229A,GRB211229145,0.00000,46,2021-12-29 03:26:58.683,<a href=yr21/GRB211229145.html>details</a>,295.044,23.133,6.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB211225014,0.80232,46,2021-12-25 00:18:13.409,<a href=yr21/GRB211225014.html>details</a>,124.67,16.81,383.4,"Fermi, GBM              ",,,,,,unexamined
GRB 211224A,GRB211224980,0.00000,46,2021-12-24 23:29:26.683,<a href=yr21/GRB211224980.html>details</a>,220.89,-41.57,715.8,"Fermi, GBM              ",,,,,,
GRB 211223B,GRB211223350,0.00000,46,2021-12-23 08:21:08.111,<a href=yr21/GRB211223350.html>details</a>,287.62,42.22,483.6,"Fermi, GBM              ",,,,,,
GRB 211222A,GRB211222768,0.05023,46,2021-12-22 18:23:55.138,<a href=yr21/GRB211222768.html>details</a>,103.45,-53.82,1237.8,"Fermi, GBM              ",,,,,,unexamined
,GRB211221867,0.00061,46,2021-12-21 20:46:25.410,<a href=yr21/GRB211221867.html>details</a>,75.33,5.67,541.8,"Fermi, GBM              ",,,,,,
GRB 211219B,GRB211219910,0.00000,46,2021-12-19 21:47:29.814,<a href=yr21/GRB211219910.html>details</a>,68.54,-63.18,182.4,"Fermi, GBM              ",,,,,,
GRB 211219A,GRB211219622,0.00000,46,2021-12-19 14:53:10.469,<a href=yr21/GRB211219622.html>details</a>,60.48,-30.54,198.0,"Fermi, GBM              ",,,,,,
,GRB211217295,0.00000,46,2021-12-17 07:02:16.181,<a href=yr21/GRB211217295.html>details</a>,8.88,4.45,343.8,"Fermi, GBM              ",,,,,,
GRB 211216B,GRB211216556,0.00000,46,2021-12-16 13:18:55.293,<a href=yr21/GRB211216556.html>details</a>,100.77,60.09,257.4,"Fermi, GBM              ",,,,,,
GRB 211216A,GRB211216282,0.00000,46,2021-12-16 06:43:34.838,<a href=yr21/GRB211216282.html>details</a>,44.36,-64.35,67.2,"Fermi, GBM              ",,,,,,
GRB 211212B,GRB211212532,0.00000,46,2021-12-12 12:44:12.292,<a href=yr21/GRB211212532.html>details</a>,41.8,-25.61,342.6,"Fermi, GBM              ",,,,,,
GRB 211212A,GRB211212394,0.14294,46,2021-12-12 09:25:47.316,<a href=yr21/GRB211212394.html>details</a>,144.43,-2.26,291.0,"Fermi, GBM              ",,,,,,unexamined
GRB 211211B,GRB211211909,0.00000,46,2021-12-11 21:46:23.960,<a href=yr21/GRB211211909.html>details</a>,228.11,48.38,438.0,"Fermi, GBM              ",,,,,,
GRB 211211A,GRB211211549,0.00000,46,2021-12-11 13:07:47.313,<a href=yr21/GRB211211549.html>details</a>,212.272,27.884,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB211210937,0.00000,46,2021-12-10 22:27:47.384,<a href=yr21/GRB211210937.html>details</a>,308.39,-3.98,431.40000000000003,"Fermi, GBM              ",,,,,,
,GRB211207416,0.00000,46,2021-12-07 09:56:58.019,<a href=yr21/GRB211207416.html>details</a>,54.32,-32.82,138.6,"Fermi, GBM              ",,,,,,
GRB 211204C,GRB211204901,0.00000,46,2021-12-04 21:34:42.310,<a href=yr21/GRB211204901.html>details</a>,346.44,55.84,103.2,"Fermi, GBM              ",,,,,,
GRB 211204B,GRB211204493,0.00000,46,2021-12-04 11:47:51.968,<a href=yr21/GRB211204493.html>details</a>,267.93,13.53,175.2,"Fermi, GBM              ",,,,,,
GRB 211204A,GRB211204144,0.00000,46,2021-12-04 03:25:25.363,<a href=yr21/GRB211204144.html>details</a>,35.42,-49.45,616.8,"Fermi, GBM              ",,,,,,
GRB 211201A,GRB211201863,0.00000,45,2021-12-01 20:40:41.807,<a href=yr21/GRB211201863.html>details</a>,339.41,-7.22,129.60000000000002,"Fermi, GBM              ",,,,,,
GRB 211130A,GRB211130636,0.00000,45,2021-11-30 15:14:14.417,<a href=yr21/GRB211130636.html>details</a>,18.33,-24.31,87.0,"Fermi, GBM              ",,,,,,
GRB 211129A,GRB211129410,0.00000,45,2021-11-29 09:48:55.285,<a href=yr21/GRB211129410.html>details</a>,274.581,31.7882,0.06,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 211124A,GRB211124104,-1.00000,45,2021-11-24 02:27:34.626,,94.967,-61.433,358.8,"Fermi, LAT              ",,,,,,
,GRB211121434,0.00023,45,2021-11-21 10:22:35.913,<a href=yr21/GRB211121434.html>details</a>,97.4,-31.22,60.0,"Fermi, GBM              ",,,,,,
,GRB211120962,0.00000,45,2021-11-20 23:03:02.245,<a href=yr21/GRB211120962.html>details</a>,315.92,43.41,60.0,"Fermi, GBM              ",,,,,,
GRB 211120,GRB211120548,0.00000,45,2021-11-20 13:07:33.459,<a href=yr21/GRB211120548.html>details</a>,47.94,47.14,115.8,"Fermi, GBM              ",,,,,,
GRB 211118A,GRB211118985,-1.00000,45,2021-11-18 23:35:55.928,,33.67,71.05,160.8,"Fermi, LAT              ",,,,,,
,GRB211116586,0.00000,45,2021-11-16 14:01:36.834,<a href=yr21/GRB211116586.html>details</a>,276.24,-33.6,120.6,"Fermi, GBM              ",,,,,,
,GRB211116487,0.00000,45,2021-11-16 11:38:42.757,<a href=yr21/GRB211116487.html>details</a>,14.89,-54.33,429.0,"Fermi, GBM              ",,,,,,
,GRB211115688,0.02761,45,2021-11-15 16:29:11.079,<a href=yr21/GRB211115688.html>details</a>,120.87,-11.9,412.2,"Fermi, GBM              ",,,,,,unexamined
GRB 211112A,GRB211112607,0.03778,45,2021-11-12 14:32:07.203,<a href=yr21/GRB211112607.html>details</a>,138.38,-2.54,181.2,"Fermi, GBM              ",,,,,,unexamined
GRB 211109B,GRB211109113,0.00000,45,2021-11-09 02:40:32.166,<a href=yr21/GRB211109113.html>details</a>,252.76,-45.12,114.6,"Fermi, GBM              ",,,,,,
GRB 211109A,GRB211109028,0.00000,45,2021-11-09 00:37:30.150,<a href=yr21/GRB211109028.html>details</a>,129.05,-33.88,328.2,"Fermi, GBM              ",,,,,,
GRB 211107A,GRB211107848,0.00000,45,2021-11-07 20:18:26.070,<a href=yr21/GRB211107848.html>details</a>,183.42,-61.22,1072.2,"Fermi, GBM              ",,,,,,
GRB 211104A,GRB211104782,0.03169,44,2021-11-04 18:43:55.859,<a href=yr21/GRB211104782.html>details</a>,16.85,17.53,1331.4,"Fermi, GBM              ",,,,,,unexamined
,GRB211104765,0.00000,44,2021-11-04 18:19:30.870,<a href=yr21/GRB211104765.html>details</a>,247.68,-52.34,234.60000000000002,"Fermi, GBM              ",,,,,,
GRB 211102B,GRB211102587,0.00000,44,2021-11-02 14:03:19.202,<a href=yr21/GRB211102587.html>details</a>,300.89,-2.62,106.2,"Fermi, GBM              ",,,,,,
GRB 211102A,GRB211102338,0.00000,44,2021-11-02 08:03:50.097,<a href=yr21/GRB211102338.html>details</a>,30.81,56.84,245.99999999999997,"Fermi, GBM              ",,,,,,
GRB 211031A,GRB211031175,0.00000,44,2021-10-31 04:09:22.865,<a href=yr21/GRB211031175.html>details</a>,71.98,-54.27,643.8000000000001,"Fermi, GBM              ",,,,,,
GRB 211027A,GRB211027244,0.00000,44,2021-10-27 05:49:35.477,<a href=yr21/GRB211027244.html>details</a>,278.61,18.99,368.4,"Fermi, GBM              ",,,,,,
GRB 211024A,GRB211024065,0.00000,44,2021-10-24 01:31:56.197,<a href=yr21/GRB211024065.html>details</a>,28.053,-6.973,6.0,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 211023A,GRB211023546,0.00000,44,2021-10-23 13:03:32.100,<a href=yr21/GRB211023546.html>details</a>,72.3,85.3,60.0,"Fermi, LAT              ",,,,,,
GRB 211021A,GRB211021460,0.02518,44,2021-10-21 11:00:36.133,<a href=yr21/GRB211021460.html>details</a>,27.97,27.07,327.0,"Fermi, GBM              ",,,,,,unexamined
GRB 211019A,GRB211019250,0.00001,44,2021-10-19 05:57:18.376,<a href=yr21/GRB211019250.html>details</a>,109.56,-39.19,60.0,"Fermi, GBM              ",,,,,,
GRB 211018A,GRB211018936,0.00000,44,2021-10-18 22:26:00.470,<a href=yr21/GRB211018936.html>details</a>,19.68,-3.6,11.4,"Fermi, LAT              ",-1,-1,-1,-1,,
,GRB211018697,0.00121,44,2021-10-18 16:41:14.486,<a href=yr21/GRB211018697.html>details</a>,139.95,-24.53,587.4,"Fermi, GBM              ",,,,,,
,GRB211018505,0.00001,44,2021-10-18 12:05:21.632,<a href=yr21/GRB211018505.html>details</a>,304.31,60.85,661.1999999999999,"Fermi, GBM              ",,,,,,
,GRB211002740,0.00000,43,2021-10-02 17:43:06.975,<a href=yr21/GRB211002740.html>details</a>,173.43,-19.8,234.60000000000002,"Fermi, GBM              ",,,,,,
,GRB211002338,0.01426,43,2021-10-02 08:04:16.025,<a href=yr21/GRB211002338.html>details</a>,70.21,-4.78,201.6,"Fermi, GBM              ",,,,,,unexamined
GRB 210929B,GRB210929821,0.00000,43,2021-09-29 19:40:08.777,<a href=yr21/GRB210929821.html>details</a>,262.95,2.44,798.6,"Fermi, GBM              ",,,,,,
GRB 210929A,GRB210929154,0.00000,43,2021-09-29 03:39:27.926,<a href=yr21/GRB210929154.html>details</a>,317.8,12.34,843.0,"Fermi, GBM              ",,,,,,
,GRB210928761,0.00000,43,2021-09-28 18:13:56.569,<a href=yr21/GRB210928761.html>details</a>,43.86,22.66,349.20000000000005,"Fermi, GBM              ",,,,,,
GRB 210928A,GRB210928084,0.00000,43,2021-09-28 01:58:14.812,<a href=yr21/GRB210928084.html>details</a>,245.9,-17.9,9.0,"Fermi, LAT              ",-1,-1,-1,-1,,
,GRB210927996,0.00000,43,2021-09-27 23:52:27.926,<a href=yr21/GRB210927996.html>details</a>,246.56,81.42,60.0,"Fermi, GBM              ",,,,,,
GRB 210927A,GRB210927031,0.00019,43,2021-09-27 00:41:46.512,<a href=yr21/GRB210927031.html>details</a>,236.37,7.8,743.4000000000001,"Fermi, GBM              ",,,,,,
,GRB210926869,0.00259,43,2021-09-26 20:49:00.918,<a href=yr21/GRB210926869.html>details</a>,347.72,-18.42,418.2,"Fermi, GBM              ",,,,,,
,GRB210926044,0.00000,43,2021-09-26 01:01:18.782,<a href=yr21/GRB210926044.html>details</a>,291.11,1.5,565.2,"Fermi, GBM              ",,,,,,
GRB 210925A,GRB210925800,0.00000,43,2021-09-25 19:10:11.003,<a href=yr21/GRB210925800.html>details</a>,347.43,-17.14,199.8,"Fermi, GBM              ",,,,,,
,GRB210925056,0.00000,43,2021-09-25 01:17:54.148,<a href=yr21/GRB210925056.html>details</a>,47.99,-51.41,70.8,"Fermi, GBM              ",,,,,,
GRB 210924A,GRB210924960,0.06524,43,2021-09-24 23:00:41.064,<a href=yr21/GRB210924960.html>details</a>,112.1,43.25,596.4,"Fermi, GBM              ",,,,,,unexamined
,GRB210923124,0.00000,43,2021-09-23 02:56:52.419,<a href=yr21/GRB210923124.html>details</a>,278.95,-50.54,228.6,"Fermi, GBM              ",,,,,,
GRB 210919B,GRB210919653,0.00000,43,2021-09-19 15:37:34.547,<a href=yr21/GRB210919653.html>details</a>,215.16,-77.1,549.6,"Fermi, GBM              ",,,,,,
GRB 210917A,GRB210917157,0.00000,43,2021-09-17 03:43:31.030,<a href=yr21/GRB210917157.html>details</a>,75.47,-36.18,335.4,"Fermi, GBM              ",,,,,,
,GRB210915630,0.00000,42,2021-09-15 15:05:15.955,<a href=yr21/GRB210915630.html>details</a>,155.78,41.71,929.4,"Fermi, GBM              ",,,,,,
,GRB210915530,0.00000,42,2021-09-15 12:41:29.103,<a href=yr21/GRB210915530.html>details</a>,166.84,30.53,335.4,"Fermi, GBM              ",,,,,,
GRB 210912B,GRB210912522,0.07078,42,2021-09-12 12:29:18.097,<a href=yr21/GRB210912522.html>details</a>,338.28,21.11,733.2,"Fermi, GBM              ",,,,,,unexamined
GRB 210909A,GRB210909447,0.00000,42,2021-09-09 10:41:07.650,<a href=yr21/GRB210909447.html>details</a>,176.73,83.85,109.2,"Fermi, GBM              ",,,,,,
GRB 210904A,GRB210904866,0.00000,42,2021-09-04 20:45:26.637,<a href=yr21/GRB210904866.html>details</a>,124.65,-42.2,500.4,"Fermi, GBM              ",,,,,,
GRB 210903C,GRB210903727,0.00000,42,2021-09-03 17:24:42.203,<a href=yr21/GRB210903727.html>details</a>,155.03,22.03,250.79999999999998,"Fermi, GBM              ",,,,,,
GRB 210903A,GRB210903077,0.00000,42,2021-09-03 01:48:04.299,<a href=yr21/GRB210903077.html>details</a>,178.57,39.07,322.8,"Fermi, GBM              ",,,,,,
GRB 210903B,GRB210903021,0.00000,42,2021-09-03 00:28:32.989,<a href=yr21/GRB210903021.html>details</a>,270.9,15.59,1564.8,"Fermi, GBM              ",,,,,,
GRB 210827B,GRB210827424,0.00000,42,2021-08-27 10:07:58.400,<a href=yr21/GRB210827424.html>details</a>,308.79,-19.34,147.0,"Fermi, GBM              ",,,,,,
GRB 210827A,GRB210827416,0.00000,42,2021-08-27 09:57:11.221,<a href=yr21/GRB210827416.html>details</a>,174.918,55.7858,3.9960000000000004,"Swift, BAT              ",-1,-1,-1,-1,,
GRB 210826A,GRB210826293,0.00000,42,2021-08-26 06:59:29.991,<a href=yr21/GRB210826293.html>details</a>,64.63,-77.07,127.2,"Fermi, GBM              ",,,,,,
GRB 210824A,GRB210824174,0.00000,42,2021-08-24 04:07:51.348,<a href=yr21/GRB210824174.html>details</a>,232.105,11.1521,0.12,"Swift, XRT              ",-1,-1,-1,-1,,
GRB 210822B,GRB210822729,0.00000,42,2021-08-22 17:28:07.303,<a href=yr21/GRB210822729.html>details</a>,238.17,18.02,285.0,"Fermi, GBM              ",,,,,,
,GRB210822273,0.00224,42,2021-08-22 06:30:28.003,<a href=yr21/GRB210822273.html>details</a>,343.45,-46.3,124.80000000000001,"Fermi, GBM              ",,,,,,
GRB 210821A,GRB210821320,0.00113,42,2021-08-21 07:38:09.585,<a href=yr21/GRB210821320.html>details</a>,49.34,-6.87,120.6,"Fermi, GBM              ",,,,,,
,GRB210821291,0.22057,42,2021-08-21 06:56:11.353,<a href=yr21/GRB210821291.html>details</a>,5.27,-15.96,651.5999999999999,"Fermi, GBM              ",,,,,,unexamined
GRB 210820B,GRB210820004,0.87914,42,2021-08-20 00:02:56.918,<a href=yr21/GRB210820004.html>details</a>,276.99,66.95,300.59999999999997,"Fermi, GBM              ",,,,,,unexamined
GRB 210815A,GRB210815100,0.00000,41,2021-08-15 02:21:36.769,<a href=yr21/GRB210815100.html>details</a>,351.76,-30.16,172.79999999999998,"Fermi, GBM              ",,,,,,
GRB 210813A,GRB210813038,0.00000,41,2021-08-13 00:52:10.552,<a href=yr21/GRB210813038.html>details</a>,14.96,8.1,78.0,"Fermi, GBM              ",,,,,,
GRB 210812A,GRB210812699,0.00000,41,2021-08-12 16:44:46.740,<a href=yr21/GRB210812699.html>details</a>,39.7,69.59,67.2,"Fermi, GBM              ",,,,,,
GRB 210812B,GRB210812011,0.00000,41,2021-08-12 00:13:38.612,<a href=yr21/GRB210812011.html>details</a>,183.66,2.37,379.20000000000005,"Fermi, GBM              ",,,,,,
GRB 210807C,GRB210807955,0.00000,41,2021-08-07 22:53:11.185,<a href=yr21/GRB210807955.html>details</a>,143.551,-51.409,3.0,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB210807687,0.00016,41,2021-08-07 16:27:08.462,<a href=yr21/GRB210807687.html>details</a>,277.39,-20.46,172.79999999999998,"Fermi, GBM              ",,,,,,
GRB 210807B,GRB210807525,0.00000,41,2021-08-07 12:34:29.466,<a href=yr21/GRB210807525.html>details</a>,256.22,-32.18,228.6,"Fermi, GBM              ",,,,,,
,GRB210805002,0.00000,41,2021-08-05 00:00:00.742,<a href=yr21/GRB210805002.html>details</a>,198.32,-54.48,1163.4,"Fermi, GBM              ",,,,,,
GRB 210803A,GRB210803497,0.00000,41,2021-08-03 11:53:29.105,<a href=yr21/GRB210803497.html>details</a>,218.69,-21.38,60.0,"Fermi, GBM              ",,,,,,
GRB 210802A,GRB210802839,0.00138,41,2021-08-02 20:05:52.729,<a href=yr21/GRB210802839.html>details</a>,229.92,30.3,60.0,"Fermi, GBM              ",,,,,,
,GRB210801649,0.00020,41,2021-08-01 15:32:30.713,<a href=yr21/GRB210801649.html>details</a>,335.14,-8.23,549.6,"Fermi, GBM              ",,,,,,
GRB 210801A,GRB210801581,0.00000,41,2021-08-01 13:55:02.144,<a href=yr21/GRB210801581.html>details</a>,252.73,-45.8,95.4,"Fermi, GBM              ",,,,,,
GRB 210731A,GRB210731931,0.00000,41,2021-07-31 22:18:48.448,<a href=yr21/GRB210731931.html>details</a>,300.304,-28.0595,0.096,"Swift, BAT              ",-1,-1,-1,-1,,
,GRB210731367,0.00136,41,2021-07-31 08:46:03.995,<a href=yr21/GRB210731367.html>details</a>,145.19,27.08,445.79999999999995,"Fermi, GBM              ",,,,,,
,GRB210731092,0.00000,41,2021-07-31 02:10:31.379,<a href=yr21/GRB210731092.html>details</a>,35.15,22.29,126.6,"Fermi, GBM              ",,,,,,
GRB 210730A,GRB210730207,1.00000,41,2021-07-30 04:55:16.103,<a href=yr21/GRB210730207.html>details</a>,149.591,69.6923,0.12,"Swift, XRT              ",4,3,579.4023639965437,1111.3427899064736,,unexamined
GRB 210727A,GRB210727410,0.00000,41,2021-07-27 09:48:31.404,<a href=yr21/GRB210727410.html>details</a>,189.231,-59.926,108.0,IPN                     ,,,,,,
,GRB210726106,0.00000,41,2021-07-26 02:30:39.265,<a href=yr21/GRB210726106.html>details</a>,173.72,-18.32,436.2,"Fermi, GBM              ",,,,,,
